Price,CrimeRate,SchoolRating
313945.7134,9.32,6.36
177081.8556,48.02,7.91
244605.9014,10.13,7.86
104702.2639,46.01,5.19
272321.0159,44.94,4.74
324141.5167,19.18,7.6
208361.4597,9.16,5.98
485149.4351,48.55,8.01
1046675.64,17.64,10.0
228408.6537,29.41,6.06
219115.0432,72.72,8.07
397536.3935,49.74,7.96
380920.0576,21.09,5.79
194645.6957,31.68,6.91
256709.7659,54.6,8.76
415232.6716,4.2,7.25
291851.8906,36.86,5.23
298156.0984,9.8,8.99
597936.86,56.42,8.3
93244.66967,4.29,7.15
435899.0208,25.92,8.14
297723.341,30.14,7.64
285337.659,37.73,8.3
338282.5032,0.03,8.15
680379.2709,37.83,5.23
154910.4527,53.18,5.63
141305.0162,10.63,2.98
351857.5163,15.82,9.23
315702.0311,4.72,6.77
625194.5566,0.14,8.63
202105.9233,12.48,8.26
838651.0995,27.2,8.84
269142.4041,2.65,7.68
154184.2007,15.3,3.72
158586.5965,19.69,2.83
250219.6031,48.48,6.32
354530.4942,23.63,6.51
227591.673,23.69,6.1
380247.8732,22.37,6.34
173230.4008,53.02,8.04
192555.8989,9.24,7.53
218988.0487,4.96,4.74
346545.9581,22.93,9.44
108831.3591,57.5,6.39
251114.3834,15.28,7.12
150168.9155,19.52,9.63
290681.4959,60.08,6.17
188074.8765,2.75,7.62
130243.4643,49.12,7.84
402828.9072,66.85,6.23
185506.6524,76.47,6.5
636344.946,28.61,8.24
116963.4581,17.64,7.23
195228.6598,70.57,3.63
247500.2352,54.47,8.77
220771.2414,8.91,5.19
262995.1233,17.62,6.05
452777.9337,57.25,9.41
150876.3169,20.68,7.61
287045.0396,15.1,7.01
377986.588,52.83,8.95
205482.8076,59.07,5.8
146453.1937,56.96,5.59
314438.3722,34.19,7.8
183399.3991,26.29,5.7
362597.7191,21.19,10.0
332446.69,24.87,9.93
154243.4509,43.39,7.76
162349.4198,61.86,3.34
233356.7843,30.85,5.58
539832.9873,23.97,9.47
178337.6542,74.74,5.62
399845.0949,47.13,4.59
490977.0892,16.29,10.0
307326.7045,16.78,8.95
344662.7065,28.53,7.97
581250.1542,23.14,8.27
336213.541,25.48,5.71
100919.2111,24.33,4.64
572701.7326,34.9,6.38
279679.0263,32.71,5.85
159804.1684,34.76,4.46
102085.3713,52.78,7.61
263088.4075,38.18,5.83
133054.8655,6.15,4.24
395370.0208,8.11,9.46
122588.4295,36.1,7.89
208002.2829,35.79,8.39
151679.9536,43.99,3.65
208835.2267,36.37,6.17
258466.8909,17.3,4.72
156581.1599,33.01,5.59
287178.9815,20.09,10.0
365600.5205,17.89,6.97
213153.8592,23.12,7.1
161429.4012,50.24,4.92
589555.3422,16.06,9.64
204273.6783,57.0,6.62
224401.1229,55.35,7.17
182972.2245,10.8,9.36
531264.9596,51.18,8.63
176540.0897,24.52,5.58
296219.1147,24.99,9.13
361173.5942,34.01,5.75
253879.4828,44.52,1.92
323895.5717,43.0,8.6
194915.0189,28.43,5.41
148922.7213,19.31,4.65
434618.9425,3.78,6.81
100454.2202,28.5,5.24
274641.4696,18.24,10.0
139220.3462,15.99,5.9
469224.3919,17.36,7.35
405985.2649,8.95,7.77
108316.6944,48.02,1.45
634236.6517,1.51,10.0
115582.8138,49.64,5.75
155192.2549,7.13,7.44
221604.3822,21.85,5.54
391482.9572,51.64,6.5
138522.2516,41.36,7.16
277576.4536,45.65,5.21
200794.2658,29.9,5.17
388822.7101,33.57,5.56
502681.1407,12.36,7.82
257261.2663,19.11,7.82
558091.1803,21.99,7.76
284664.4704,9.74,8.07
238735.4337,7.32,6.6
233192.9191,32.81,6.37
219438.7073,44.34,10.0
299562.5482,59.49,7.81
94893.72949,3.77,3.82
144546.0256,29.87,8.74
276745.1316,23.41,7.15
243095.2922,19.64,6.36
144095.3205,43.76,3.92
527517.4762,48.08,9.32
172170.5016,6.0,5.43
294184.9964,14.42,6.71
126326.4729,39.55,9.97
801352.1832,19.25,10.0
291554.8425,12.98,5.94
268660.3877,44.56,4.98
406620.216,17.3,7.3
265806.8971,37.79,8.89
311079.6871,9.9,7.55
313837.4258,19.6,6.26
265184.1466,51.13,3.13
314011.1561,11.23,9.33
224462.6259,45.38,2.95
216027.484,5.14,4.39
243836.8679,32.99,5.57
333808.6597,45.72,10.0
106660.6252,65.15,4.53
299295.496,5.25,2.66
620643.526,16.38,8.42
243314.3963,47.7,7.23
286863.768,14.47,7.35
312914.8435,34.22,7.68
437594.4926,18.31,7.49
190286.3937,18.23,5.98
139014.6639,39.12,8.08
285480.6974,30.25,4.92
664778.3726,54.59,5.76
234702.934,35.33,6.28
277124.1579,35.8,10.0
596871.5103,25.63,9.17
171563.133,3.96,7.58
620485.497,51.03,5.49
166401.0351,4.89,6.87
155966.8368,54.64,7.5
243713.4611,5.91,10.0
364915.3492,29.1,7.88
317209.8854,39.62,7.04
89507.31472,36.93,7.51
168172.0172,57.93,5.0
107426.5406,38.99,4.45
87592.69696,7.11,9.03
174603.251,39.06,8.09
668152.1142,14.98,6.5
114055.9299,29.24,8.55
379709.2558,63.4,8.52
184345.9638,30.07,4.5
647940.0255,28.58,8.99
152156.6843,25.2,2.56
577973.6383,18.72,10.0
164053.6481,24.56,6.82
220116.8995,44.06,6.23
347992.3326,36.29,6.44
407982.6534,4.62,10.0
495983.2214,21.67,7.63
351533.8074,35.24,7.8
263045.3486,34.0,5.32
231689.9809,8.71,7.42
100671.6346,44.43,4.87
228320.9626,39.42,8.27
455923.3553,20.39,7.79
145622.0632,4.77,3.76
458837.414,43.06,10.0
125356.8514,65.56,3.6
386853.4093,16.17,7.95
504576.2147,33.68,9.39
290723.6744,25.32,8.71
249253.7187,72.06,7.49
172082.2746,21.08,7.39
701063.0109,11.51,6.75
255223.1838,9.81,6.61
276946.0848,46.58,5.94
527403.0778,5.94,10.0
106858.1898,23.66,7.17
473517.8678,14.53,10.0
173749.1011,62.86,5.32
174112.8032,24.17,5.54
273206.7468,46.95,4.34
106203.7719,33.88,9.02
392429.0313,32.19,6.6
292651.1657,47.85,5.32
137434.8608,23.77,6.84
241637.9918,56.36,7.24
728016.4966,49.65,9.07
450754.4439,54.04,7.94
184023.9313,36.35,10.0
129585.866,7.32,3.14
189464.8595,15.42,7.84
192709.4402,61.86,7.95
87553.43304,49.43,5.61
294734.4667,50.0,7.07
266314.2278,23.0,5.33
592114.7018,34.8,8.49
172264.1938,66.65,5.81
451392.1117,25.71,8.94
189542.5624,35.7,4.31
154377.7289,42.21,4.07
247646.9723,21.44,5.31
115076.6196,51.91,6.14
325171.012,16.35,6.71
404649.8598,18.03,5.87
268498.1044,46.15,6.06
244151.4962,10.8,6.02
542507.0004,40.75,6.98
257834.9712,14.54,7.19
446524.2008,35.58,10.0
523759.2625,30.96,6.58
214599.2362,21.15,8.98
411991.4629,53.39,5.62
209226.8989,3.82,7.19
235726.9397,7.27,5.83
220458.9936,25.15,8.26
326257.5547,25.01,7.11
195380.3873,40.06,4.59
200222.2152,14.86,6.15
115898.4252,62.24,2.57
310388.4997,10.89,8.63
498427.3212,36.44,8.9
175804.0395,28.49,10.0
333119.4581,43.54,9.83
272175.1689,38.2,6.34
180489.4816,24.02,2.62
178832.3372,12.35,5.1
246774.391,20.19,6.49
367857.0917,33.02,7.15
352118.863,14.38,8.21
436686.29,14.54,10.0
266635.8168,16.65,7.06
216118.7539,33.65,6.26
381030.2686,28.96,6.12
445123.7902,3.23,5.37
290193.7822,12.75,4.69
146184.7259,58.68,7.07
167505.027,33.05,3.4
338592.5273,28.71,7.12
126734.4481,14.66,5.16
106573.5554,36.15,4.32
429336.5244,15.52,10.0
307431.951,50.41,10.0
192298.4441,40.36,5.65
348718.2566,29.09,3.94
253793.309,33.12,7.45
324138.1524,37.65,6.53
209459.8706,1.36,6.92
311554.6722,20.59,3.44
166416.1392,56.25,3.51
387598.4927,3.33,7.62
293436.3778,56.54,5.27
559270.6017,16.65,8.27
275386.7579,14.97,8.3
123995.3891,2.21,8.69
185993.6128,7.83,6.69
347272.8982,28.49,6.45
168852.6152,37.99,6.96
274219.2224,32.64,5.28
220880.9254,0.75,9.44
436583.3912,53.7,8.4
264995.9968,38.64,5.76
180264.3626,37.83,7.17
311390.3588,30.9,5.88
244642.5188,19.97,6.52
147432.4916,39.15,6.47
169045.8255,2.77,7.2
140598.8579,44.32,5.38
247071.616,37.22,5.63
160568.0355,22.08,4.82
181325.5549,35.82,7.36
403407.0994,22.77,10.0
229290.5403,49.75,8.49
331012.6022,28.24,4.5
297790.4311,17.68,9.67
109519.9162,50.9,6.13
228840.023,65.58,6.3
164642.1452,8.75,5.07
368724.117,35.11,6.12
716433.5331,19.57,6.06
301249.9623,38.87,8.72
191719.6633,52.51,3.55
109352.9138,52.63,5.68
112111.933,66.59,4.53
292428.3672,34.52,7.6
285671.5703,27.92,8.41
740112.2268,0.54,10.0
132210.7474,7.21,2.47
123607.752,52.05,7.56
107785.5137,32.55,4.56
560377.0145,67.68,8.83
445000.4992,20.27,6.98
585904.7904,25.32,9.67
548801.6252,1.75,8.48
454510.2017,53.26,6.27
247871.7929,49.92,3.83
169035.3533,12.81,6.38
294636.4247,12.71,6.04
335479.1449,31.28,5.3
174486.9737,0.06,8.76
161024.8989,6.38,5.2
341453.6385,34.27,7.56
366320.0461,17.78,7.89
384302.9634,39.02,6.18
369374.0785,32.07,6.4
133195.6287,29.97,8.27
187035.2859,28.97,7.37
390743.2922,33.46,6.41
533515.2737,16.01,7.15
447754.7187,12.56,10.0
203826.3253,34.81,7.41
299748.049,32.08,7.28
176180.2675,35.65,5.19
141906.3328,1.55,5.06
166410.2939,29.42,7.43
220449.0188,1.13,8.73
167060.5385,43.21,5.99
595309.7115,29.81,10.0
238031.5034,18.93,7.33
294966.6083,39.48,7.67
387022.6954,70.59,6.97
358954.4705,21.83,9.08
182090.5999,50.95,6.4
306499.0732,30.89,6.14
239145.3146,19.42,6.78
147605.9,50.89,5.28
223834.2497,0.22,7.03
147751.6192,32.6,6.17
172946.3162,27.75,5.95
106683.0052,8.5,6.3
377484.9406,6.62,7.77
259129.7683,6.79,8.77
221652.5832,13.49,8.44
183995.1525,54.68,6.27
439736.5995,43.91,9.14
325228.2416,35.99,4.26
277072.5336,49.05,7.98
126781.413,43.53,7.57
118293.0448,52.37,4.56
408199.614,32.19,8.83
317286.8387,43.73,4.49
237747.1793,53.25,6.54
368140.5532,27.75,9.16
190796.713,32.19,4.37
130991.5648,31.67,3.91
373566.5159,43.1,9.74
181623.4481,25.92,6.99
247757.2793,2.83,6.49
637845.1546,17.61,9.48
198737.0467,51.73,5.81
269320.9444,36.28,5.55
105014.6275,12.68,5.61
236852.6988,33.11,4.36
140335.5584,62.72,0.64
379303.0371,6.77,5.15
481586.8265,4.34,6.41
557984.5278,51.31,7.01
621514.0038,34.31,7.66
102435.3805,33.88,7.93
208616.2079,40.07,8.98
95474.22338,28.83,5.73
355748.8956,2.48,5.64
431632.9844,44.15,9.15
186967.2311,3.74,7.24
409837.8844,28.68,7.03
470749.5279,28.33,10.0
344345.3157,38.03,6.43
105457.0652,36.25,6.37
335858.8406,29.26,7.76
330874.5842,10.21,10.0
182404.964,18.86,3.84
157016.0229,60.29,1.8
171020.9746,6.1,4.71
475149.7195,18.06,5.86
127201.7428,44.76,5.94
425016.2084,32.09,7.55
179111.0641,12.09,3.26
441797.6611,27.22,9.33
383062.9673,26.67,7.0
183050.1678,30.05,5.22
214792.7871,18.59,8.56
210386.9226,49.75,4.53
284128.3875,22.01,5.09
658930.854,76.28,8.25
223631.1761,55.86,5.1
458718.1038,40.65,8.52
355520.0706,46.04,6.78
303812.3481,30.57,6.25
321465.721,35.1,4.73
176071.022,37.95,8.4
321142.0997,13.9,6.62
293853.7085,38.88,7.13
117408.8394,48.16,6.0
358166.2244,17.4,5.58
488321.9791,39.35,6.62
266132.3364,0.81,10.0
135240.9527,45.15,3.74
269500.4758,35.34,10.0
296420.9407,13.94,7.71
352245.6365,12.81,6.6
108036.1452,6.44,7.16
469787.4253,73.91,7.01
242474.8316,44.33,8.16
195394.7271,16.42,5.99
423666.1849,64.9,7.22
649298.622,20.24,9.21
552908.7589,35.77,9.78
340049.7139,35.73,9.13
139838.0712,63.91,6.2
394748.4104,30.98,5.6
331474.4211,62.44,6.36
420596.5449,11.72,9.21
148936.4237,31.85,7.99
237289.5945,5.55,9.5
477659.6964,37.87,8.1
241973.132,56.24,4.82
214542.4035,14.6,5.76
515634.3517,63.55,6.62
178277.2988,22.14,4.85
118005.4383,35.67,8.86
233930.5767,40.58,5.94
358519.7049,16.03,10.0
439467.0557,40.06,8.16
579828.7902,2.54,7.63
340846.2192,61.57,5.79
103906.7701,29.73,5.6
303263.1002,31.68,7.23
454814.8805,21.54,6.59
262885.2504,28.9,7.53
444323.1819,31.09,6.45
379378.2464,20.08,7.81
516899.9028,66.17,6.0
317864.72,11.02,7.79
99796.15875,18.32,5.71
183644.5634,26.79,6.92
265923.2631,19.67,6.54
458340.5494,17.58,7.14
515034.703,25.49,4.86
239890.6814,2.23,9.37
113473.0186,38.11,8.99
202333.7397,8.61,7.58
162320.7656,33.14,4.83
179304.2649,25.57,5.76
146327.6155,43.33,7.08
362669.4953,32.52,6.51
178287.6262,18.05,8.55
203330.5476,28.2,5.8
389246.5963,75.94,8.3
169245.1904,15.88,6.84
230955.7823,11.33,7.81
478604.9413,13.36,8.57
99201.47008,41.82,4.43
169669.0713,6.17,3.17
191978.5615,36.87,9.45
525579.2303,58.15,6.93
363172.6963,20.61,6.42
429467.2941,23.55,9.12
118339.1469,48.3,5.45
130151.0263,34.3,7.96
188495.1353,38.4,9.35
110478.7079,15.73,3.92
722695.5967,14.77,10.0
248443.0907,7.36,8.85
222835.941,22.11,10.0
229907.5308,32.58,6.41
649144.8176,12.95,6.8
158795.2187,44.59,6.1
295696.8424,29.47,9.53
444847.9144,10.48,6.41
610665.3734,13.92,8.4
260584.5972,1.39,6.93
223352.04,22.57,7.85
605332.7378,19.44,8.58
449874.4741,58.52,5.05
476766.0442,25.83,9.18
237711.8506,20.61,5.77
138983.7605,57.03,5.88
674874.6858,47.68,9.17
168961.3183,26.44,6.18
147636.2983,50.74,8.82
728981.4251,3.52,10.0
671258.9396,39.52,8.64
228969.0716,11.04,7.35
136992.0677,7.87,7.95
653098.2287,24.5,7.93
129436.3972,18.81,4.98
317623.7007,12.72,9.28
260065.2432,52.28,5.71
458228.8181,41.84,7.91
380930.7666,6.0,9.79
120021.2617,41.81,8.73
410505.7881,60.16,4.92
134547.8645,52.64,4.25
446895.5184,10.59,8.56
392080.7921,56.49,9.46
350743.6955,9.33,6.87
218544.2298,46.56,6.55
206442.1435,25.55,5.19
259413.2253,36.56,6.71
125330.8811,37.13,8.46
375807.7968,44.6,8.42
256951.685,6.79,6.42
492346.072,28.65,9.13
111387.8426,28.88,5.19
140480.1178,65.43,6.06
298550.7118,9.22,8.78
448388.3903,38.64,7.21
178847.5692,29.67,6.9
313865.4735,52.82,6.96
209281.8858,39.19,6.88
479347.3542,31.28,6.24
241370.1502,40.66,4.14
420008.0172,6.35,9.52
260597.4029,36.58,2.98
494047.2404,53.9,5.73
513305.2882,23.65,8.42
221980.481,49.66,5.01
226476.069,19.38,8.12
442888.6542,50.98,5.63
104515.8155,73.48,3.62
471933.5698,19.35,7.4
376806.9077,8.25,7.7
360383.6609,10.7,6.93
198803.6428,22.32,5.63
227750.252,37.9,5.13
292000.4039,58.37,6.12
319296.6176,12.23,10.0
348788.7039,48.94,8.16
323911.7643,38.85,4.41
591379.3687,44.04,7.99
262216.334,41.41,7.84
111532.0583,32.39,6.29
301123.5065,44.02,4.39
197930.0233,15.01,5.46
368004.9107,47.6,5.64
340697.6327,51.8,7.26
222754.4147,43.2,5.75
335423.1111,21.89,7.11
237801.2117,39.49,6.65
363179.2547,35.6,8.72
702986.559,16.36,8.94
387702.7452,20.73,6.85
498591.0251,12.78,10.0
313402.4745,5.74,10.0
112495.9077,64.36,4.9
597680.795,3.51,4.61
407702.4333,6.64,7.85
438060.8193,18.8,10.0
228007.9217,9.3,10.0
149637.461,46.24,6.05
545986.41,7.54,9.49
158374.7565,23.37,7.84
362288.7938,24.97,5.69
553869.8339,28.06,8.77
249996.7756,41.13,3.91
357602.1174,6.07,6.5
258264.0576,56.28,8.0
465727.5718,4.6,7.66
284453.0662,26.91,7.32
195818.9389,1.16,7.94
425329.428,28.13,7.24
544573.6443,25.33,6.85
340131.4768,2.9,8.66
262084.584,7.0,9.72
267071.2183,32.37,6.61
323049.1251,43.48,4.75
436059.7709,12.81,10.0
228529.6801,39.14,7.96
225040.9524,77.48,2.17
420670.8592,7.66,10.0
281768.783,51.79,1.43
395455.9143,33.38,4.77
147100.1732,37.92,4.97
395342.5076,0.41,9.03
210296.1478,57.54,6.4
179707.2477,17.19,7.81
231996.3563,34.45,7.09
550819.4833,45.98,6.27
506588.2279,33.14,7.5
318574.8172,51.45,8.47
129388.2699,39.23,1.79
621039.3751,12.9,9.53
264770.1768,8.74,6.33
362670.4233,24.11,7.39
159865.7763,18.73,6.72
135171.2247,25.8,6.08
338874.9432,42.92,5.96
207916.0652,14.21,6.46
253804.8412,5.94,5.76
413716.1285,11.54,3.54
239473.8559,71.58,3.24
350815.0944,70.69,3.12
93040.74187,22.06,3.04
631525.8582,39.2,9.11
124117.4428,29.29,5.94
480959.1294,31.66,8.17
168395.9918,17.39,6.32
649669.2624,22.61,5.04
153786.7746,29.54,3.44
304780.9044,6.87,7.54
260961.0197,17.67,7.33
412065.7793,15.37,8.67
307821.1758,11.89,7.97
242770.8674,5.62,6.6
439405.5189,40.44,4.83
579376.8411,36.44,9.01
263584.8855,44.81,5.56
371056.8776,65.17,7.15
322889.1985,49.7,6.65
352007.6445,0.58,8.85
298703.9825,21.44,9.01
203789.1138,36.12,6.0
486223.6836,4.06,9.36
191567.1324,22.44,2.93
226085.6429,26.28,8.92
174009.5459,44.22,5.51
393730.3412,6.48,8.37
180812.6816,44.0,4.81
97214.25526,55.26,4.59
202350.4343,40.59,8.05
409990.2258,32.11,9.95
343211.2567,22.0,7.39
216777.2147,63.64,6.68
107551.5454,41.02,7.3
285942.035,35.88,5.22
270183.298,52.44,4.26
315701.3441,55.44,8.34
714639.506,9.43,4.1
350210.6549,50.83,10.0
537768.8483,45.75,8.02
119661.8405,33.22,6.64
197713.3609,29.51,6.4
121473.7397,34.83,7.33
293993.3106,42.39,5.92
175056.4765,48.69,6.17
250630.2176,28.18,8.56
365013.7557,35.72,8.19
363917.0858,24.6,7.68
261312.3182,3.62,6.2
277380.0021,23.77,4.92
301554.775,26.65,2.76
294474.7962,56.96,9.42
492082.8928,8.96,9.57
86238.83042,37.18,4.32
112350.1734,31.55,5.69
298228.7665,43.38,7.6
314212.8878,70.95,5.01
413615.4089,42.89,5.24
501300.8343,37.62,8.25
453849.3753,37.47,5.23
377705.7939,8.21,6.86
150242.8915,11.41,8.63
991274.4424,15.8,9.83
454624.7953,37.13,9.09
114219.9196,80.41,7.69
451632.5014,10.72,10.0
345417.8795,13.4,9.71
485288.7307,1.61,7.17
508459.2489,44.57,5.17
682957.6831,3.88,10.0
152273.9906,23.12,6.35
478765.379,5.79,7.96
408698.952,46.36,6.41
303848.0849,0.52,7.78
485823.7032,13.04,6.65
324655.1221,22.7,8.54
295611.038,44.58,8.15
325843.6499,40.46,6.56
429472.0052,37.2,8.42
173076.6515,83.35,6.9
274644.6068,42.78,7.67
216655.028,24.35,2.83
432756.0642,51.48,4.63
194939.3225,0.22,7.46
298930.5856,31.19,3.91
335873.3856,3.8,8.49
150688.617,33.84,5.74
89280.14708,15.87,4.78
416279.762,41.76,7.51
194669.4038,61.35,5.33
582712.1101,5.77,7.35
217355.5061,3.62,5.13
312105.731,19.94,7.9
265426.7808,7.69,6.05
175174.4727,57.05,4.73
403775.1233,46.24,6.31
202260.9904,8.16,7.55
413029.4084,18.82,8.0
163368.2428,20.03,2.95
127826.9011,50.43,3.14
152646.3897,16.03,3.72
134596.131,56.08,8.13
227867.0347,27.11,5.0
207249.2201,34.3,6.4
124085.0562,36.51,6.86
290249.893,28.17,6.36
271564.8979,32.9,5.5
380646.3154,25.38,7.66
567107.0582,40.54,7.18
642582.8348,27.86,5.24
179935.4661,3.59,6.44
480828.826,7.51,7.17
277087.4016,29.59,10.0
374306.8394,5.69,7.89
423648.7103,16.97,8.65
333004.9719,26.12,2.57
210136.9152,12.28,5.9
425217.6306,23.29,9.27
411627.6809,62.58,8.32
452303.4089,47.2,8.57
255798.0539,1.93,7.17
334043.8965,10.46,7.3
198408.6971,44.48,7.5
396697.5594,3.82,9.5
332887.2554,22.5,9.32
339846.8397,79.44,5.56
411235.6714,47.12,7.3
332437.6919,67.92,6.29
175921.5956,25.83,4.37
166427.1753,5.74,5.71
143619.0809,13.39,6.35
287789.7826,28.66,9.33
138546.8422,11.2,6.85
128863.451,14.53,7.67
251516.9781,34.18,7.74
313710.4687,40.08,9.02
324846.9354,6.22,8.32
290805.3052,6.06,10.0
126372.039,38.72,6.22
142295.662,32.01,2.67
571602.0232,10.31,8.95
460052.4777,3.64,8.04
116897.0428,44.39,3.61
215313.2562,59.91,8.2
194777.6616,31.04,7.61
174263.9779,45.92,3.34
196604.6614,66.98,4.0
145967.6379,43.31,2.86
232443.1219,20.52,6.29
153304.2906,21.44,4.86
209952.1873,6.66,7.52
117728.0793,41.99,5.83
482068.3311,2.85,9.07
215120.723,9.3,5.59
209402.4015,27.13,9.97
443293.6067,40.41,9.55
364630.6228,24.24,5.29
212369.7208,46.21,6.75
184298.8701,36.82,5.43
162069.5658,31.13,6.3
297133.7751,11.66,8.16
301719.5129,40.95,4.99
107249.169,12.26,8.2
167792.6953,34.42,6.39
504189.9766,14.9,9.43
290609.6604,1.48,9.77
494415.0555,31.4,6.15
404071.5205,31.53,8.98
269349.8726,41.32,4.83
119365.209,41.38,6.57
189391.0331,19.29,6.0
200630.6172,24.14,7.38
203073.0997,6.52,10.0
153056.5317,42.9,5.07
107153.8993,32.36,3.52
263745.9375,19.04,7.45
245724.4255,31.57,5.52
402197.8271,30.3,7.64
413801.6422,6.72,9.55
278236.9864,25.52,4.21
600335.1548,25.21,9.69
224321.015,41.45,6.9
455628.2404,20.99,7.2
159097.7158,7.93,6.49
334113.5332,5.16,7.56
182488.3861,10.57,5.63
285175.2294,52.77,4.7
323339.5808,72.3,7.07
188525.5716,49.75,9.21
408009.4866,3.08,8.14
484361.1995,41.5,9.21
485449.7041,26.97,4.16
98573.58358,63.97,6.33
549795.928,46.97,6.86
408791.31,22.15,7.81
216648.2848,29.34,7.98
402487.8841,10.23,9.3
286430.9385,9.67,6.29
111551.2801,53.33,6.48
311591.5511,24.84,10.0
291471.0943,22.28,2.94
306739.1784,37.19,5.01
104345.7119,50.37,4.54
301654.4355,21.21,9.71
126778.5049,28.5,5.63
282835.0753,45.68,7.49
142093.7534,55.41,4.03
190205.9094,57.6,7.55
195998.6689,9.69,9.45
263076.735,25.21,4.65
416626.6304,69.17,2.9
399129.7357,19.63,7.94
113258.5348,21.54,6.68
179792.2036,17.03,9.34
156291.7125,41.4,6.04
270462.6923,46.78,6.69
233002.9048,24.76,7.23
151577.0948,39.66,4.81
329381.1695,71.59,5.7
278318.661,46.35,8.88
177518.1051,25.84,3.26
286857.3794,20.51,8.53
225913.5844,64.25,6.68
171925.6082,39.53,1.42
201157.2822,23.37,5.76
227861.6369,76.47,4.3
265068.4697,42.96,9.3
190078.5479,18.34,5.91
111939.1888,38.31,8.25
579001.6333,40.63,9.45
254900.1712,24.96,6.34
548884.3065,11.48,6.92
150126.3934,10.88,8.51
299565.611,60.77,10.0
397269.967,43.53,7.67
327068.3617,67.71,4.92
195297.2596,13.81,6.26
384728.6432,41.81,6.31
632980.112,54.95,8.88
312620.9171,26.2,5.88
166175.7552,17.82,4.89
276102.4432,39.13,4.44
448776.4174,60.17,8.79
204027.4388,30.04,8.61
435944.4423,11.27,5.56
271531.6073,69.0,5.78
456311.9426,22.74,9.06
819756.8075,24.85,7.92
173899.5665,24.08,6.34
278518.2929,27.9,8.19
96016.41834,28.12,4.45
363914.6366,58.18,5.52
186324.8193,33.51,6.92
190132.4176,33.92,6.18
231746.2944,41.11,6.47
398073.4053,39.32,6.42
232410.9649,29.98,6.68
101236.1876,4.65,8.12
294572.4649,6.82,5.84
112204.4099,17.23,8.6
262803.5963,58.86,3.83
470273.5243,27.02,10.0
251064.3973,14.94,5.43
339540.6449,26.28,7.0
411337.1456,1.03,7.38
189156.7895,53.94,6.33
468472.1179,29.02,8.43
277700.7131,3.07,6.33
492873.3022,16.65,9.36
668295.4842,33.75,6.65
293364.156,17.7,9.61
295184.9616,40.87,5.96
326752.5584,17.31,5.49
108336.1425,45.9,5.48
289352.8122,12.97,10.0
288045.5479,6.51,8.43
383859.4941,9.42,10.0
387076.1872,21.94,6.61
211981.4799,25.86,4.66
223367.7467,45.22,7.38
350686.3764,74.56,3.66
122016.6518,7.63,4.43
201989.3311,50.2,6.46
338380.9694,41.85,6.41
99926.50041,44.25,5.99
296536.7354,29.37,6.9
417551.268,37.46,6.65
409291.9788,13.0,8.29
338560.184,62.46,10.0
134447.8725,42.48,4.36
356250.7195,5.18,10.0
214448.7043,44.97,4.53
118517.5122,62.88,4.8
453237.3277,9.16,8.23
682995.0557,26.46,7.71
578788.0282,16.39,7.81
144597.1668,7.63,6.5
296317.4918,48.71,8.31
165950.2086,49.62,5.92
256648.7761,19.2,10.0
426242.3791,31.21,6.41
155913.4548,10.89,7.87
290455.1881,31.62,7.28
391493.9671,56.65,5.97
255148.639,37.11,6.61
178507.514,40.27,6.6
364999.49,57.19,8.84
230854.4814,57.53,6.24
182530.0161,22.04,7.07
372771.7711,43.63,6.49
401205.3247,35.01,4.56
350823.0371,21.28,9.41
164664.3915,14.58,9.59
96713.65354,14.01,5.19
217778.2459,25.09,5.92
233917.4045,19.55,7.5
202878.4811,54.31,3.28
350619.7241,0.16,9.51
354268.4129,45.29,8.26
251984.0737,9.66,5.15
346404.9159,8.15,7.36
308828.2779,32.45,3.59
689398.8244,19.52,8.46
135470.4414,18.49,8.48
397874.7103,30.03,9.64
403389.7835,16.56,9.54
212846.8827,46.25,5.66
277537.2027,0.92,8.06
379268.1187,26.02,4.83
298752.8523,49.0,4.69
528127.8507,21.61,6.94
491058.1524,0.46,10.0
346591.1288,17.14,8.39
360835.3173,13.4,9.46
265916.5792,33.09,5.65
451105.5525,38.42,9.28
695356.7368,21.04,8.73
739816.9259,18.33,9.18
122975.5391,50.3,5.26
240135.3011,1.27,8.23
548590.0138,43.05,6.8
200818.954,38.4,4.16
239811.194,55.64,6.77
110427.8589,55.18,5.0
524579.4399,20.1,8.54
209759.2238,32.81,7.43
186897.8253,23.96,5.1
334719.6051,30.2,4.22
172692.171,17.7,5.14
403224.7699,30.67,9.24
381405.3245,20.38,7.89
197633.9779,6.15,6.93
323908.0938,18.62,8.49
402121.6345,37.67,6.7
568904.4179,15.14,7.21
384219.8759,3.31,10.0
197703.9644,24.07,8.83
269144.7304,27.35,5.85
336939.7982,55.6,3.19
307105.4905,48.21,6.02
197747.4995,34.78,4.96
437769.4065,20.0,10.0
144160.3422,13.62,6.7
348768.5642,32.08,9.31
235796.2815,35.64,7.85
349996.2652,19.75,7.46
163677.9423,5.12,3.46
394010.6991,6.11,8.04
181669.9418,24.7,7.41
161999.2888,19.22,6.7
179729.0412,28.49,6.01
158916.1659,43.77,4.04
406831.7743,18.84,8.18
553379.1957,36.34,9.72
459398.3591,19.36,7.51
724198.9065,43.73,8.79
248188.2014,10.67,6.34
274713.7644,51.18,5.21
200754.4642,18.71,4.44
252073.0135,40.61,1.67
264833.5258,10.81,5.05
282926.7594,52.56,6.46
